Time	Temp1 [C]	Temp2 [C]	Temp_a [C]
4:32:00 PM	21.9	22	21.6
4:37:00 PM	22.1	22	21.6
4:42:00 PM	22.8	22	21.6
4:47:00 PM	22.9	22	21.6
4:52:00 PM	23	22	21.6
4:57:00 PM	23	22	21.6
5:02:00 PM	23.1	22	21.6
5:07:00 PM	23.1	22	21.6
5:12:00 PM	23.1	21.9	21.6
5:17:00 PM	23.1	22	21.6
5:22:00 PM	23.1	21.9	21.6
5:27:00 PM	23	21.9	20.4
5:32:00 PM	23	21.9	20.8
5:37:00 PM	23	21.8	21.4
5:42:00 PM	22.9	21.8	21.5
5:47:00 PM	22.9	21.7	21.5
5:52:00 PM	22.9	21.7	21.2
5:57:00 PM	22.8	21.7	21.9
